day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;1000;SQUID_INK;2005;26;;;;;2007;6;2009;26;;;2006.0;0.0
-1;1000;PICNIC_BASKET2;30621;41;;;;;30628;41;;;;;30624.5;0.0
-1;1000;PICNIC_BASKET1;59319;16;59318;25;;;59330;16;59331;25;;;59324.5;0.0
-1;1100;DJEMBES;13455;21;13454;50;;;13456;71;;;;;13455.5;0.0
-1;1100;SQUID_INK;2007;6;2006;26;;;2009;2;2010;24;;;2008.0;0.0
-1;1100;PICNIC_BASKET2;30618;2;30617;36;;;30623;2;30624;36;;;30620.5;0.0
-1;1100;PICNIC_BASKET1;59318;2;59317;15;59316;21;59327;2;59328;15;59329;21;59322.5;0.0
-1;1100;KELP;2025;6;2024;26;;;2027;2;2028;24;;;2026.0;0.0
-1;1100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;1100;CROISSANTS;4305;145;;;;;4306;145;;;;;4305.5;0.0
-1;1100;JAMS;6673;95;6672;139;;;6674;95;6675;139;;;6673.5;0.0
-1;1200;CROISSANTS;4305;116;;;;;4306;116;;;;;4305.5;0.0
-1;1200;JAMS;6673;79;6672;168;;;6674;79;6675;168;;;6673.5;0.0
-1;1200;SQUID_INK;2006;21;;;;;2008;8;2009;21;;;2007.0;0.0
-1;1200;PICNIC_BASKET2;30619;46;;;;;30626;46;;;;;30622.5;0.0
-1;1200;PICNIC_BASKET1;59317;16;59316;30;;;59328;16;59329;30;;;59322.5;0.0
-1;1200;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;0.0
-1;1200;DJEMBES;13454;77;;;;;13456;77;;;;;13455.0;0.0
-1;1200;KELP;2024;21;;;;;2026;8;2028;21;;;2025.0;0.0
-1;1300;PICNIC_BASKET2;30617;18;30616;15;;;30622;1;30623;32;;;30619.5;0.0
-1;1300;PICNIC_BASKET1;59315;1;59314;17;59313;15;59324;1;59325;17;59326;15;59319.5;0.0
-1;1300;KELP;2024;31;;;;;2028;31;;;;;2026.0;0.0
-1;1300;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
-1;1300;CROISSANTS;4305;98;;;;;4306;98;;;;;4305.5;0.0
-1;1300;JAMS;6673;59;6672;181;;;6674;59;6675;181;;;6673.5;0.0
-1;1300;DJEMBES;13454;62;;;;;13456;62;;;;;13455.0;0.0
-1;1300;SQUID_INK;2007;31;;;;;2010;31;;;;;2008.5;0.0
-1;1400;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;1400;DJEMBES;13458;24;13457;40;;;13459;64;;;;;13458.5;0.0
-1;1400;KELP;2025;3;2024;25;;;2028;26;;;;;2026.5;0.0
-1;1400;CROISSANTS;4306;47;4305;96;;;4307;143;;;;;4306.5;0.0
-1;1400;JAMS;6673;96;6672;176;;;6674;96;6675;176;;;6673.5;0.0
-1;1400;SQUID_INK;2006;28;;;;;2009;26;;;;;2007.5;0.0
-1;1400;PICNIC_BASKET2;30622;18;30621;24;;;30627;1;30628;41;;;30624.5;0.0
-1;1400;PICNIC_BASKET1;59324;1;59323;17;59322;24;59333;1;59334;17;59335;24;59328.5;0.0
-1;1500;DJEMBES;13457;52;;;;;13459;52;;;;;13458.0;0.0
-1;1500;SQUID_INK;2006;27;;;;;2010;27;;;;;2008.0;0.0
-1;1500;PICNIC_BASKET1;59321;12;59320;22;;;59332;12;59333;22;;;59326.5;0.0
-1;1500;PICNIC_BASKET2;30619;34;;;;;30626;34;;;;;30622.5;0.0
-1;1500;KELP;2024;27;;;;;2028;27;;;;;2026.0;0.0
-1;1500;JAMS;6673;260;;;;;6675;260;;;;;6674.0;0.0
-1;1500;CROISSANTS;4306;35;4305;76;;;4307;111;;;;;4306.5;0.0
-1;1500;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;1600;CROISSANTS;4305;124;;;;;4306;60;4307;64;;;4305.5;0.0
-1;1600;JAMS;6673;205;;;;;6675;205;;;;;6674.0;0.0
-1;1600;SQUID_INK;2007;29;;;;;2009;4;2011;29;;;2008.0;0.0
-1;1600;PICNIC_BASKET1;59323;37;;;;;59335;37;;;;;59329.0;0.0
-1;1600;PICNIC_BASKET2;30618;18;30617;19;;;30624;37;;;;;30621.0;0.0
-1;1600;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;1600;DJEMBES;13457;68;;;;;13459;68;;;;;13458.0;0.0
-1;1600;KELP;2024;29;;;;;2026;4;2028;29;;;2025.0;0.0
-1;1700;PICNIC_BASKET1;59316;2;59315;29;;;59326;2;59327;29;;;59321.0;0.0
-1;1700;PICNIC_BASKET2;30615;2;30614;29;;;30620;2;30621;29;;;30617.5;0.0
-1;1700;KELP;2024;22;;;;;2026;8;2028;22;;;2025.0;0.0
-1;1700;CROISSANTS;4305;54;4304;100;;;4306;154;;;;;4305.5;0.0
-1;1700;JAMS;6673;230;;;;;6675;230;;;;;6674.0;0.0
-1;1700;RAINFOREST_RESIN;9996;2;9995;20;;;10002;1;10004;2;10005;20;9999.0;0.0
-1;1700;DJEMBES;13454;46;;;;;13455;46;;;;;13454.5;0.0
-1;1700;SQUID_INK;2007;22;;;;;2009;8;2010;22;;;2008.0;0.0
-1;1800;RAINFOREST_RESIN;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;0.0
-1;1800;DJEMBES;13453;75;;;;;13454;75;;;;;13453.5;0.0
-1;1800;KELP;2024;23;;;;;2028;23;;;;;2026.0;0.0
-1;1800;CROISSANTS;4305;57;4304;83;;;4306;140;;;;;4305.5;0.0
-1;1800;JAMS;6673;185;;;;;6675;192;;;;;6674.0;0.0
-1;1800;SQUID_INK;2008;1;2007;22;;;2011;23;;;;;2009.5;0.0
-1;1800;PICNIC_BASKET1;59318;1;59317;20;59316;27;59327;1;59328;20;59329;27;59322.5;0.0
-1;1800;PICNIC_BASKET2;30614;1;30613;47;;;30619;21;30620;27;;;30616.5;0.0
-1;1900;DJEMBES;13450;63;;;;;13451;17;13452;46;;;13450.5;0.0
-1;1900;SQUID_INK;2008;29;;;;;2010;5;2011;29;;;2009.0;0.0
-1;1900;PICNIC_BASKET1;59316;17;59315;17;;;59326;1;59327;16;59328;17;59321.0;0.0
-1;1900;PICNIC_BASKET2;30610;17;30609;17;;;30615;1;30616;33;;;30612.5;0.0
-1;1900;KELP;2024;29;;;;;2026;5;2027;29;;;2025.0;0.0
-1;1900;CROISSANTS;4304;119;;;;;4305;59;4306;60;;;4304.5;0.0
-1;1900;JAMS;6674;11;6673;228;;;6675;228;;;;;6674.5;0.0
-1;1900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;2000;KELP;2024;26;;;;;2027;26;;;;;2025.5;0.0
-1;2000;CROISSANTS;4304;117;;;;;4305;117;;;;;4304.5;0.0
-1;2000;JAMS;6673;216;;;;;6675;216;;;;;6674.0;0.0
-1;2000;SQUID_INK;2009;26;;;;;2012;26;;;;;2010.5;0.0
-1;2000;PICNIC_BASKET1;59314;2;59313;14;59312;28;59324;16;59325;28;;;59319.0;0.0
-1;2000;PICNIC_BASKET2;30609;2;30608;42;;;30614;16;30615;28;;;30611.5;0.0
-1;2000;RAINFOREST_RESIN;9996;2;9995;24;;;9998;1;10004;2;10005;24;9997.0;0.0
-1;2000;DJEMBES;13449;68;;;;;13451;65;;;;;13450.0;0.0
-1;2100;PICNIC_BASKET1;59304;2;59303;15;59302;22;59313;2;59314;15;59315;22;59308.5;0.0
-1;2100;PICNIC_BASKET2;30608;2;30607;37;;;30613;17;30614;22;;;30610.5;0.0
-1;2100;CROISSANTS;4303;118;;;;;4304;61;4305;57;;;4303.5;0.0
-1;2100;JAMS;6673;216;;;;;6675;216;;;;;6674.0;0.0
-1;2100;RAINFOREST_RESIN;9996;2;9995;25;;;10002;3;10004;2;10005;25;9999.0;0.0
-1;2100;DJEMBES;13446;22;13445;44;;;13447;66;;;;;13446.5;0.0
-1;2100;KELP;2024;27;;;;;2027;2;2028;25;;;2025.5;0.0
-1;2100;SQUID_INK;2007;27;;;;;2011;27;;;;;2009.0;0.0
-1;2200;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;0.0
-1;2200;DJEMBES;13444;55;;;;;13445;55;;;;;13444.5;0.0
-1;2200;KELP;2024;25;;;;;2026;7;2027;1;2028;24;2025.0;0.0
-1;2200;CROISSANTS;4303;107;;;;;4304;43;4305;64;;;4303.5;0.0
-1;2200;JAMS;6673;185;;;;;6675;185;;;;;6674.0;0.0
-1;2200;SQUID_INK;2008;25;;;;;2010;7;2011;1;2012;24;2009.0;0.0
-1;2200;PICNIC_BASKET1;59300;1;59299;40;;;59310;1;59311;40;;;59305.0;0.0
-1;2200;PICNIC_BASKET2;30608;41;;;;;30614;21;30615;20;;;30611.0;0.0
-1;2300;DJEMBES;13444;65;;;;;13445;25;13446;40;;;13444.5;0.0
-1;2300;KELP;2024;32;;;;;2028;32;;;;;2026.0;0.0
-1;2300;SQUID_INK;2008;32;;;;;2012;32;;;;;2010.0;0.0
-1;2300;PICNIC_BASKET1;59297;2;59296;15;59295;25;59301;2;59306;2;59307;15;59299.0;0.0
-1;2300;PICNIC_BASKET2;30606;2;30605;40;;;30608;2;30611;2;30612;40;30607.0;0.0
-1;2300;CROISSANTS;4304;144;;;;;4305;144;;;;;4304.5;0.0
-1;2300;JAMS;6671;271;;;;;6673;271;;;;;6672.0;0.0
-1;2300;RAINFOREST_RESIN;9998;7;9996;2;9995;30;10004;2;10005;30;;;10001.0;0.0
-1;2400;KELP;2024;29;;;;;2025;1;2028;29;;;2024.5;0.0
-1;2400;CROISSANTS;4304;127;;;;;4305;41;4306;86;;;4304.5;0.0
-1;2400;JAMS;6670;269;;;;;6672;269;;;;;6671.0;0.0
-1;2400;SQUID_INK;2009;28;;;;;2012;29;;;;;2010.5;0.0
-1;2400;PICNIC_BASKET1;59296;19;59295;24;;;59307;19;59308;24;;;59301.5;0.0
-1;2400;PICNIC_BASKET2;30605;19;30604;24;;;30611;43;;;;;30608.0;0.0
-1;2400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;0.0
-1;2400;DJEMBES;13445;71;;;;;13446;71;;;;;13445.5;0.0
-1;2500;PICNIC_BASKET1;59296;1;59295;18;59294;16;59305;1;59306;18;59307;16;59300.5;0.0
-1;2500;PICNIC_BASKET2;30603;19;30602;16;;;30609;19;30610;16;;;30606.0;0.0
-1;2500;CROISSANTS;4304;138;;;;;4305;54;4306;84;;;4304.5;0.0
-1;2500;JAMS;6670;219;;;;;6672;222;;;;;6671.0;0.0
-1;2500;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;2500;DJEMBES;13446;52;;;;;13447;52;;;;;13446.5;0.0
-1;2500;KELP;2025;2;2024;23;;;2027;1;2028;22;;;2026.0;0.0
-1;2500;SQUID_INK;2009;25;;;;;2012;23;;;;;2010.5;0.0
-1;2600;DJEMBES;13446;59;;;;;13448;59;;;;;13447.0;0.0
-1;2600;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;2600;JAMS;6670;73;6669;144;;;6671;73;6672;144;;;6670.5;0.0
-1;2600;KELP;2025;3;2024;23;;;2028;23;;;;;2026.5;0.0
-1;2600;CROISSANTS;4304;109;;;;;4306;109;;;;;4305.0;0.0
-1;2600;SQUID_INK;2010;26;;;;;2013;23;;;;;2011.5;0.0
-1;2600;PICNIC_BASKET2;30605;12;30604;26;;;30611;38;;;;;30608.0;0.0
-1;2600;PICNIC_BASKET1;59293;12;59292;26;;;59304;12;59305;26;;;59298.5;0.0
-1;2700;CROISSANTS;4304;121;;;;;4306;130;;;;;4305.0;0.0
-1;2700;JAMS;6670;205;;;;;6672;205;;;;;6671.0;0.0
-1;2700;DJEMBES;13446;65;;;;;13447;65;;;;;13446.5;0.0
-1;2700;KELP;2024;26;;;;;2027;26;;;;;2025.5;0.0
-1;2700;SQUID_INK;2008;26;;;;;2012;26;;;;;2010.0;0.0
-1;2700;PICNIC_BASKET2;30607;33;;;;;30613;17;30614;16;;;30610.0;0.0
-1;2700;PICNIC_BASKET1;59297;17;59296;16;;;59308;17;59309;16;;;59302.5;0.0
-1;2700;RAINFOREST_RESIN;9998;6;9995;26;;;10005;26;;;;;10001.5;0.0
-1;2800;KELP;2023;25;;;;;2027;25;;;;;2025.0;0.0
-1;2800;SQUID_INK;2009;25;;;;;2012;25;;;;;2010.5;0.0
-1;2800;PICNIC_BASKET2;30605;47;;;;;30612;47;;;;;30608.5;0.0
-1;2800;PICNIC_BASKET1;59300;18;59299;29;;;59311;18;59312;29;;;59305.5;0.0
-1;2800;DJEMBES;13445;78;;;;;13446;78;;;;;13445.5;0.0
-1;2800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;2800;CROISSANTS;4304;112;;;;;4305;53;4306;59;;;4304.5;0.0
-1;2800;JAMS;6671;192;;;;;6673;192;;;;;6672.0;0.0
-1;2900;PICNIC_BASKET2;30607;1;30606;38;;;30612;1;30613;38;;;30609.5;0.0
-1;2900;PICNIC_BASKET1;59301;1;59300;19;59299;19;59310;1;59311;19;59312;19;59305.5;0.0
-1;2900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;2900;CROISSANTS;4304;98;;;;;4305;98;;;;;4304.5;0.0
-1;2900;JAMS;6671;232;;;;;6673;232;;;;;6672.0;0.0
-1;2900;DJEMBES;13445;19;13444;35;;;13446;54;;;;;13445.5;0.0
-1;2900;KELP;2023;26;;;;;2027;26;;;;;2025.0;0.0
-1;2900;SQUID_INK;2008;26;;;;;2012;26;;;;;2010.0;0.0
-1;3000;DJEMBES;13444;67;;;;;13445;29;13446;38;;;13444.5;0.0
-1;3000;RAINFOREST_RESIN;9998;1;9995;26;;;10005;26;;;;;10001.5;0.0
-1;3000;CROISSANTS;4304;130;;;;;4305;40;4306;90;;;4304.5;0.0
-1;3000;JAMS;6671;195;;;;;6673;195;;;;;6672.0;0.0
-1;3000;KELP;2024;29;;;;;2027;26;;;;;2025.5;0.0
-1;3000;SQUID_INK;2008;29;;;;;2011;26;;;;;2009.5;0.0
-1;3000;PICNIC_BASKET2;30609;10;30608;29;;;30615;39;;;;;30612.0;0.0
-1;3000;PICNIC_BASKET1;59303;10;59302;29;;;59314;10;59315;29;;;59308.5;0.0
-1;3100;CROISSANTS;4304;115;;;;;4306;115;;;;;4305.0;0.0
-1;3100;JAMS;6670;198;;;;;6672;198;;;;;6671.0;0.0
-1;3100;SQUID_INK;2008;26;;;;;2010;5;2011;26;;;2009.0;0.0
-1;3100;DJEMBES;13444;59;;;;;13446;59;;;;;13445.0;0.0
-1;3100;KELP;2023;26;;;;;2025;5;2026;26;;;2024.0;0.0
-1;3100;PICNIC_BASKET2;30611;2;30610;39;;;30616;2;30617;39;;;30613.5;0.0
-1;3100;PICNIC_BASKET1;59300;2;59299;17;59298;22;59309;2;59310;17;59311;22;59304.5;0.0
-1;3100;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3200;SQUID_INK;2005;23;;;;;2007;3;2009;23;;;2006.0;0.0
-1;3200;KELP;2023;23;;;;;2025;3;2026;23;;;2024.0;0.0
-1;3200;PICNIC_BASKET2;30608;1;30607;40;;;30613;16;30614;25;;;30610.5;0.0
-1;3200;PICNIC_BASKET1;59302;1;59301;15;59300;25;59311;1;59312;15;59313;25;59306.5;0.0
-1;3200;DJEMBES;13445;58;;;;;13446;25;13447;33;;;13445.5;0.0
-1;3200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;3200;CROISSANTS;4304;106;;;;;4305;52;4306;54;;;4304.5;0.0
-1;3200;JAMS;6670;226;;;;;6672;226;;;;;6671.0;0.0
-1;3300;PICNIC_BASKET2;30600;43;;;;;30606;16;30607;27;;;30603.0;0.0
-1;3300;PICNIC_BASKET1;59301;16;59300;27;;;59311;2;59312;14;59313;27;59306.0;0.0
-1;3300;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;3300;CROISSANTS;4304;137;;;;;4305;50;4306;87;;;4304.5;0.0
-1;3300;JAMS;6669;275;;;;;6671;275;;;;;6670.0;0.0
-1;3300;SQUID_INK;2005;32;;;;;2007;2;2008;32;;;2006.0;0.0
-1;3300;DJEMBES;13446;75;;;;;13447;27;13448;48;;;13446.5;0.0
-1;3300;KELP;2023;32;;;;;2025;2;2026;32;;;2024.0;0.0
-1;3400;DJEMBES;13446;60;;;;;13447;26;13448;34;;;13446.5;0.0
-1;3400;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;3400;CROISSANTS;4304;128;;;;;4305;119;;;;;4304.5;0.0
-1;3400;JAMS;6669;216;;;;;6671;216;;;;;6670.0;0.0
-1;3400;SQUID_INK;2005;26;;;;;2009;26;;;;;2007.0;0.0
-1;3400;KELP;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;3400;PICNIC_BASKET2;30600;44;;;;;30606;18;30607;26;;;30603.0;0.0
-1;3400;PICNIC_BASKET1;59292;2;59291;16;59290;26;59301;2;59302;16;59303;26;59296.5;0.0
-1;3500;CROISSANTS;4305;145;;;;;4306;145;;;;;4305.5;0.0
-1;3500;JAMS;6671;239;;;;;6673;239;;;;;6672.0;0.0
-1;3500;SQUID_INK;2004;26;;;;;2007;26;;;;;2005.5;0.0
-1;3500;DJEMBES;13447;49;;;;;13448;49;;;;;13447.5;0.0
-1;3500;KELP;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;3500;PICNIC_BASKET2;30609;4;30606;35;;;30612;20;30613;15;;;30610.5;0.0
-1;3500;PICNIC_BASKET1;59309;4;59304;20;59303;15;59315;20;59316;15;;;59312.0;0.0
-1;3500;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;3600;SQUID_INK;2004;21;;;;;2008;21;;;;;2006.0;0.0
-1;3600;KELP;2023;21;;;;;2026;21;;;;;2024.5;0.0
-1;3600;PICNIC_BASKET2;30606;18;30605;30;;;30612;48;;;;;30609.0;0.0
-1;3600;PICNIC_BASKET1;59311;18;59310;30;;;59322;18;59323;30;;;59316.5;0.0
-1;3600;DJEMBES;13448;68;;;;;13450;68;;;;;13449.0;0.0
-1;3600;RAINFOREST_RESIN;9995;21;;;;;9998;4;10005;21;;;9996.5;0.0
-1;3600;CROISSANTS;4305;132;;;;;4307;132;;;;;4306.0;0.0
-1;3600;JAMS;6671;210;;;;;6673;210;;;;;6672.0;0.0
-1;3700;PICNIC_BASKET1;59309;1;59308;16;59307;21;59318;1;59319;16;59320;21;59313.5;0.0
-1;3700;PICNIC_BASKET2;30609;17;30608;21;;;30614;1;30615;37;;;30611.5;0.0
-1;3700;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;0.0
-1;3700;JAMS;6672;86;6671;149;;;6673;86;6674;149;;;6672.5;0.0
-1;3700;CROISSANTS;4306;41;4305;86;;;4307;127;;;;;4306.5;0.0
-1;3700;SQUID_INK;2003;27;;;;;2006;24;;;;;2004.5;0.0
-1;3700;DJEMBES;13448;51;;;;;13450;51;;;;;13449.0;0.0
-1;3700;KELP;2023;27;;;;;2026;24;;;;;2024.5;0.0
-1;3800;DJEMBES;13448;16;13447;42;;;13449;58;;;;;13448.5;0.0
-1;3800;RAINFOREST_RESIN;9996;2;9995;23;;;10002;10;10004;2;10005;23;9999.0;0.0
-1;3800;JAMS;6671;211;;;;;6673;211;;;;;6672.0;0.0
-1;3800;CROISSANTS;4306;45;4305;53;;;4307;98;;;;;4306.5;0.0
